package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,3b4c6621-7eb9-43c1-843b-6c1efcb3cb7e,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"1.0","category":"Exhaust Fan Section"}",1.0,HP,Exhaust Fan Section,HP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a2a908db-7820-4d92-a4a9-2e2865b7e27d,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Outdoor EAT DB","unit":"F","value":"110.0","category":"Summer Design Energy Wheel Performance"}",110.0,F,Summer Design Energy Wheel Performance,Outdoor EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,9ddfaf03-dc1a-4a34-a514-952bd1adea2d,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Outdoor EAT WB","unit":"F","value":"73.0","category":"Summer Design Energy Wheel Performance"}",73.0,F,Summer Design Energy Wheel Performance,Outdoor EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,e6330b24-f6ef-4339-a892-4aa8d177a69b,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Exhaust EAT DB","unit":"F","value":"75.0","category":"Summer Design Energy Wheel Performance"}",75.0,F,Summer Design Energy Wheel Performance,Exhaust EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,5560f2d5-83c5-49e3-a335-772c66741802,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Exhaust EAT WB","unit":"F","value":"63.0","category":"Summer Design Energy Wheel Performance"}",63.0,F,Summer Design Energy Wheel Performance,Exhaust EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,cb6fca27-c0d9-41d9-b3cf-480d260d6a94,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Supply LAT DB","unit":"F","value":"82.5","category":"Summer Design Energy Wheel Performance"}",82.5,F,Summer Design Energy Wheel Performance,Supply LAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,81696595-30bb-4b6f-b5c3-372743bc77a2,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Supply LAT WB","unit":"F","value":"65.3","category":"Summer Design Energy Wheel Performance"}",65.3,F,Summer Design Energy Wheel Performance,Supply LAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,86aa6519-1333-45d5-b2b4-24ee5a811e82,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Outdoor EAT DB","unit":"F","value":"30.0","category":"Winter Design Energy Wheel Performance"}",30.0,F,Winter Design Energy Wheel Performance,Outdoor EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,8f551074-b117-4d17-9736-452e1985f235,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Outdoor EAT WB","unit":"F","value":"29.0","category":"Winter Design Energy Wheel Performance"}",29.0,F,Winter Design Energy Wheel Performance,Outdoor EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,2a02c15a-7f10-4410-945b-ba11466fb112,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Exhaust EAT DB","unit":"F","value":"60.0","category":"Winter Design Energy Wheel Performance"}",60.0,F,Winter Design Energy Wheel Performance,Exhaust EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,c95444a3-68a6-4ed4-9149-c138bf31ad70,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Exhaust EAT WB","unit":"F","value":"50.0","category":"Winter Design Energy Wheel Performance"}",50.0,F,Winter Design Energy Wheel Performance,Exhaust EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,397b38dd-586a-4804-9de5-5911f6820bba,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Supply LAT DB","unit":"F","value":"53.2","category":"Winter Design Energy Wheel Performance"}",53.2,F,Winter Design Energy Wheel Performance,Supply LAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,daa5bf82-273d-4067-9a22-b99279b6e250,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Electric Resistance Heater Capacity","unit":"MBH","value":"68.3","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",68.3,MBH,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater Capacity
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ec0679e5-9319-495a-90e7-318992e4d38b,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Electric Resistance Heater Stages","unit":null,"value":"2.0","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",2.0,,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater Stages
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,4d06b1ba-f901-45b6-967c-05578f7fc8c8,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Elect Heater Lvg Air DB","unit":"F","value":"101.8","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",101.8,F,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Elect Heater Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,73a01f9b-1f37-4668-8a57-f08541d01496,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"MAIN WAREHOUSE OUTSIDE AIR","category":null}",MAIN WAREHOUSE OUTSIDE AIR,,,Service Area
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,98bee674-df59-4e32-9846-4c8a5549895b,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Accessories/Options","unit":null,"value":"1","category":null}",1,,,Accessories/Options
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,f1144396-adaa-4d1f-9f4c-c3f0fb524645,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Supply LAT WB","unit":"F","value":"45.7","category":"Winter Design Energy Wheel Performance"}",45.7,F,Winter Design Energy Wheel Performance,Supply LAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ecd6e003-b75c-43da-b726-c30cb672b637,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Ent. Air DB","unit":"F","value":"82.5","category":"DX Cooling Capacities"}",82.5,F,DX Cooling Capacities,Ent. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,e753d161-722a-45f6-adcf-ad286aa573ad,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Ent. Air WB","unit":"F","value":"65.3","category":"DX Cooling Capacities"}",65.3,F,DX Cooling Capacities,Ent. Air WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,f3eecf24-05ec-42de-b956-afd1673d6e8e,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"110.0","category":"DX Cooling Capacities"}",110.0,F,DX Cooling Capacities,Ambient DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,e22079b4-1359-43fd-909b-7a1f206d4dd2,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Lvg. Air DB","unit":"F","value":"48.6","category":"DX Cooling Capacities"}",48.6,F,DX Cooling Capacities,Lvg. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,7d355c54-264c-449a-9f25-37d1656483e0,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Lvg. Air WB","unit":"F","value":"48.4","category":"DX Cooling Capacities"}",48.4,F,DX Cooling Capacities,Lvg. Air WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,edace31c-7ca9-4a68-b994-202eccfa7291,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Capacity TMBH","unit":"TMBH","value":"59.8","category":"DX Cooling Capacities"}",59.8,TMBH,DX Cooling Capacities,Capacity TMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,0205eca4-6eb1-4380-b348-cfb334de16c2,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Capacity SMBH","unit":"SMBH","value":"45.1","category":"DX Cooling Capacities"}",45.1,SMBH,DX Cooling Capacities,Capacity SMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,c444711d-487e-4947-a174-010619ddcfcd,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Capacity W/ HX TMBH","unit":"TMBH","value":"92.7","category":"DX Cooling Capacities"}",92.7,TMBH,DX Cooling Capacities,Capacity W/ HX TMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ccb8cccb-21d5-41f5-a248-33db2f1494b9,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Capacity W/ HX SMBH","unit":"SMBH","value":"78.1","category":"DX Cooling Capacities"}",78.1,SMBH,DX Cooling Capacities,Capacity W/ HX SMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,76dbbde9-549e-403f-a2df-f2d915c8a435,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Capacity","unit":"MBH","value":"31.1","category":"Modulating Hot Gas Reheat"}",31.1,MBH,Modulating Hot Gas Reheat,Capacity
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,55458c02-faed-493d-b65b-729ceba0f298,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Lvg. Air DB","unit":"F","value":"72.0","category":"Modulating Hot Gas Reheat"}",72.0,F,Modulating Hot Gas Reheat,Lvg. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,f82ead39-240c-4ad3-82a1-5406035c980a,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Lvg. Air WB","unit":"F","value":"57.9","category":"Modulating Hot Gas Reheat"}",57.9,F,Modulating Hot Gas Reheat,Lvg. Air WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,23bb0bf4-4c07-4e0b-ac93-aca43ed823ea,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Lvg. Air RH","unit":"%","value":"42.9","category":"Modulating Hot Gas Reheat"}",42.9,%,Modulating Hot Gas Reheat,Lvg. Air RH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,5052b259-c114-4aed-9e78-766250be71e8,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Ent. Air DB","unit":"F","value":"53.2","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",53.2,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Ent. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,499f4b64-5862-428d-b077-d896ff5d7aea,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"30.0","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",30.0,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Ambient DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,72691b9b-9de1-4f35-820e-9eb1ce7376db,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Heat Pump Cap","unit":"TMBH","value":"50.6","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",50.6,TMBH,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Heat Pump Cap
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,1780f9e5-047a-436e-a09a-17301c8b1cde,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Heat Pump Lvg Air DB","unit":"F","value":"85.0","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",85.0,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Heat Pump Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,23281394-b858-4dc7-b8be-400fbb3b4c7e,30a51d41-3dce-4b74-a995-aa7ed0ef1099,,,,,,,"{"kind":"flat","type":"Heat Pump + Elect Heater Lvg Air DB","unit":"F","value":"110.1","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",110.1,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Heat Pump + Elect Heater Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,3c254d99-33a8-4e4d-be95-784682713b7f,30a51d41-3dce-4b74-a995-aa7ed0ef1099,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"AAON","category":null}",AAON,,,Manufacturer
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,5543976c-7496-4c67-9d5b-54e255d377aa,30a51d41-3dce-4b74-a995-aa7ed0ef1099,cc68b26a-394c-44e8-a784-a92d7f6d5379,Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"EER","unit":null,"value":"12.7","category":"MIN AHRI COOLING η (EFF)"}",12.7,,MIN AHRI COOLING η (EFF),EER
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,489752ed-6138-4a5b-aa2b-3b413e0286f8,30a51d41-3dce-4b74-a995-aa7ed0ef1099,2f61801b-7073-4f31-bf70-c7acde22774c,Integrated Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"IEER","unit":null,"value":"14.5","category":"MIN AHRI HEATING η (EFF)"}",14.5,,MIN AHRI HEATING η (EFF),IEER
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,19e4950e-385e-4187-bd4c-09c89905efe8,30a51d41-3dce-4b74-a995-aa7ed0ef1099,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"37","category":"Electrical Data"}",37,,Electrical Data,MCA
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,93028c30-d717-4288-a0a8-ce50799d2a36,30a51d41-3dce-4b74-a995-aa7ed0ef1099,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"40","category":"Electrical Data"}",40,,Electrical Data,MOCP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,857f6410-b88b-4281-afa9-442aebf3f460,30a51d41-3dce-4b74-a995-aa7ed0ef1099,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"1,300","category":"Supply Fan Section"}","1,300",CFM,Supply Fan Section,CFM
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,55ca4633-0ea0-405c-87a2-0c905130a318,30a51d41-3dce-4b74-a995-aa7ed0ef1099,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,,,"{"kind":"flat","type":"E.S.P.","unit":"IWC","value":"0.6","category":"Supply Fan Section"}",0.6,IWC,Supply Fan Section,E.S.P.
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,f0cbb476-1d54-4eee-a4b7-e24e899c3704,30a51d41-3dce-4b74-a995-aa7ed0ef1099,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"1,600","category":"Exhaust Fan Section"}","1,600",CFM,Exhaust Fan Section,CFM
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,80ed75eb-752b-4739-be0c-d2356407d698,30a51d41-3dce-4b74-a995-aa7ed0ef1099,92929d54-bdb5-4112-a464-e3362820c7c6,Capacity,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Auxiliary)","unit":"KW","value":"10.0","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",10.0,KW,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Electric Resistance Heater KW Size (Auxiliary)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,075cdd98-5dc2-416e-9f83-09aa5916e020,30a51d41-3dce-4b74-a995-aa7ed0ef1099,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Heating Heat Pump + Aux Elec","unit":"MBH","value":"84.7","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",84.7,MBH,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Total Heating Heat Pump + Aux Elec
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b347b9fd-0101-48ec-8e83-bbdcc868647d,30a51d41-3dce-4b74-a995-aa7ed0ef1099,92929d54-bdb5-4112-a464-e3362820c7c6,Capacity,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Emerg)","unit":"KW","value":"20.0","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",20.0,KW,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater KW Size (Emerg)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,05384165-574e-4d55-af44-fca236c67118,30a51d41-3dce-4b74-a995-aa7ed0ef1099,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Total Weight (Equipment + Curb)","unit":"LBS","value":"1,950","category":null}","1,950",LBS,,Total Weight (Equipment + Curb)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,512e3ae6-6777-4730-a05f-b284a8312153,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Model","unit":null,"value":"RN-015","category":null}",RN-015,,,Model
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,fa01734a-a8a3-492d-b37b-042e666510a9,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"ISCOP2 (STANDARD AHRI 920)","unit":null,"value":"3.3","category":"MIN AHRI HEATING η (EFF)"}",3.3,,MIN AHRI HEATING η (EFF),ISCOP2 (STANDARD AHRI 920)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,1a3091b1-800a-4a2a-a110-8cd81a266ece,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"ISHRE2 (STANDARD AHRI 920)","unit":null,"value":"5.6","category":"MIN AHRI DEHUM η (EFF)"}",5.6,,MIN AHRI DEHUM η (EFF),ISHRE2 (STANDARD AHRI 920)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b6e625c3-00de-4c75-8cde-6397dd1861a5,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Volt/Phase","unit":null,"value":"460/3","category":"Electrical Data"}",460/3,,Electrical Data,Volt/Phase
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,d6055f3c-c2d0-42c3-8c1c-5106d36265d3,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"MAIN WAREHOUSE OUTSIDE AIR","category":null}",MAIN WAREHOUSE OUTSIDE AIR,,,Service Area
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b560c296-74e4-4adc-b28a-7930abdcd13e,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Accessories/Options","unit":null,"value":"1","category":null}",1,,,Accessories/Options
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,fd26dc46-cd12-43f1-8a76-107b0f70ef4d,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"SCCR Rating","unit":null,"value":"10K","category":null}",10K,,,SCCR Rating
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,5a0f8812-05ae-497d-938f-5fcbbadc772c,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Dirty Filter","unit":"IWC","value":"0.75","category":"Supply Fan Section"}",0.75,IWC,Supply Fan Section,Dirty Filter
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,773f30c1-e9e9-48c2-acb9-9d6b5a323f46,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"5","category":"Supply Fan Section"}",5,HP,Supply Fan Section,HP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a7ee1ab3-8f00-4e62-a8fc-e5758a38a5e5,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"E.S.P.","unit":"IWC","value":"0.3","category":"Exhaust Fan Section"}",0.3,IWC,Exhaust Fan Section,E.S.P.
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,36ea51b8-35d0-4235-a5c0-ecfd69da0267,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"2.0","category":"Exhaust Fan Section"}",2.0,HP,Exhaust Fan Section,HP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,6113dbb1-5489-4f02-8c68-da6045c73406,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Outdoor EAT DB","unit":"F","value":"110.0","category":"Summer Design Energy Wheel Performance"}",110.0,F,Summer Design Energy Wheel Performance,Outdoor EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,8024f807-a913-4066-83c9-c7b679210582,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Outdoor EAT WB","unit":"F","value":"73.0","category":"Summer Design Energy Wheel Performance"}",73.0,F,Summer Design Energy Wheel Performance,Outdoor EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a0c912c4-6e75-41bb-a129-0cd15fc9d3e1,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Exhaust EAT DB","unit":"F","value":"75.0","category":"Summer Design Energy Wheel Performance"}",75.0,F,Summer Design Energy Wheel Performance,Exhaust EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b623fd3e-c4d4-42da-a5e9-5318eae1f833,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Exhaust EAT WB","unit":"F","value":"63.0","category":"Summer Design Energy Wheel Performance"}",63.0,F,Summer Design Energy Wheel Performance,Exhaust EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,f518fdae-12bb-422f-a129-81bed693d845,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Supply LAT DB","unit":"F","value":"91.1","category":"Summer Design Energy Wheel Performance"}",91.1,F,Summer Design Energy Wheel Performance,Supply LAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,38ef1b41-0492-48fe-90b4-1f84359a4ed8,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Supply LAT WB","unit":"F","value":"67.8","category":"Summer Design Energy Wheel Performance"}",67.8,F,Summer Design Energy Wheel Performance,Supply LAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ed01a29b-4603-4c68-803e-63e7e6e20926,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Outdoor EAT DB","unit":"F","value":"30.0","category":"Winter Design Energy Wheel Performance"}",30.0,F,Winter Design Energy Wheel Performance,Outdoor EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,0483316f-683b-4ca5-b607-ee7a803fb3fe,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Outdoor EAT WB","unit":"F","value":"29.0","category":"Winter Design Energy Wheel Performance"}",29.0,F,Winter Design Energy Wheel Performance,Outdoor EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,c7303f90-c6e7-4e26-b9f8-d637a9e7009a,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Exhaust EAT DB","unit":"F","value":"60.0","category":"Winter Design Energy Wheel Performance"}",60.0,F,Winter Design Energy Wheel Performance,Exhaust EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,519f80df-2dfb-416a-95a5-94a49a93033c,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Exhaust EAT WB","unit":"F","value":"50.0","category":"Winter Design Energy Wheel Performance"}",50.0,F,Winter Design Energy Wheel Performance,Exhaust EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,e2ec5160-bcea-4922-b2c9-b6816d9038f3,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Supply LAT DB","unit":"F","value":"45.6","category":"Winter Design Energy Wheel Performance"}",45.6,F,Winter Design Energy Wheel Performance,Supply LAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,104d33ce-bb3e-4ead-b8bc-70bb7178a292,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Supply LAT WB","unit":"F","value":"40.5","category":"Winter Design Energy Wheel Performance"}",40.5,F,Winter Design Energy Wheel Performance,Supply LAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,3528222c-18a9-4556-98d8-d2891fa7b533,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Ent. Air DB","unit":"F","value":"91.1","category":"DX Cooling Capacities"}",91.1,F,DX Cooling Capacities,Ent. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,584df7d3-1718-44b6-9d27-10b180ce7987,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Ent. Air WB","unit":"F","value":"67.8","category":"DX Cooling Capacities"}",67.8,F,DX Cooling Capacities,Ent. Air WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,d21ab6cb-9a5d-4c5e-94d6-56e11dbd946c,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"110.0","category":"DX Cooling Capacities"}",110.0,F,DX Cooling Capacities,Ambient DB
